tokenID,name,description,file_name,attributes[Sill],attributes[Socket],attributes[Flask],attributes[Serum],attributes[Melt],attributes[Coil],attributes[Lid]
4282,Lamp #4282,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4282.gif,Velvet Sill,Cone Socket,Bulb Flask,Clear Serum,Black Melt,Dim Coil,Gold Lid
4283,Lamp #4283,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4283.gif,Tile Sill,Mushroom Socket,Taper Flask,Cyan Serum,Crimson Melt,White-Hot Coil,No Lid
4284,Lamp #4284,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4284.gif,Velvet Sill,Ceramic Socket,Teardrop Flask,Clear Serum,Magenta Melt,Orange Coil,Painted Lid
4285,Lamp #4285,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4285.gif,Tile Sill,Saucer Socket,Taper Flask,Clear Serum,Crimson Melt,Orange Coil,Chrome Lid
4286,Lamp #4286,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4286.gif,Night Sill,Cube Socket,Taper Flask,Violet Serum,Black Melt,Orange Coil,Chrome Lid
4287,Lamp #4287,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4287.gif,Wood Sill,Mushroom Socket,Bulb Flask,Amber Serum,Crimson Melt,Dim Coil,Chrome Lid
4288,Lamp #4288,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4288.gif,Night Sill,Cone Socket,Taper Flask,Amber Serum,Magenta Melt,Dim Coil,Painted Lid
4289,Lamp #4289,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4289.gif,Wood Sill,Mushroom Socket,Teardrop Flask,Amber Serum,Magenta Melt,Orange Coil,No Lid
4290,Lamp #4290,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4290.gif,Tile Sill,Walnut Socket,Cylinder Flask,Cyan Serum,Black Melt,White-Hot Coil,Gold Lid
4291,Lamp #4291,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4291.gif,Tile Sill,Chrome Socket,Bulb Flask,Amber Serum,Magenta Melt,Orange Coil,No Lid
4292,Lamp #4292,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4292.gif,Velvet Sill,Cone Socket,Taper Flask,Violet Serum,Black Melt,Dim Coil,No Lid
4293,Lamp #4293,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4293.gif,Velvet Sill,Saucer Socket,Cylinder Flask,Green Serum,Crimson Melt,Dim Coil,Gold Lid
4294,Lamp #4294,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4294.gif,Tile Sill,Rocket Socket,Taper Flask,Violet Serum,Magenta Melt,Dim Coil,Painted Lid
4295,Lamp #4295,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4295.gif,Formica Sill,Mushroom Socket,Teardrop Flask,Violet Serum,Black Melt,Dim Coil,No Lid
4296,Lamp #4296,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4296.gif,Night Sill,Cone Socket,Bulb Flask,Violet Serum,Magenta Melt,Dim Coil,Gold Lid
4297,Lamp #4297,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4297.gif,Formica Sill,Saucer Socket,Cylinder Flask,Clear Serum,Gold Melt,Dim Coil,No Lid
4298,Lamp #4298,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4298.gif,Tile Sill,Saucer Socket,Bulb Flask,Amber Serum,Gold Melt,Orange Coil,Chrome Lid
4299,Lamp #4299,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4299.gif,Wood Sill,Rocket Socket,Teardrop Flask,Green Serum,Magenta Melt,Orange Coil,No Lid
4300,Lamp #4300,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4300.gif,Night Sill,Ceramic Socket,Taper Flask,Clear Serum,Magenta Melt,White-Hot Coil,Gold Lid
4301,Lamp #4301,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4301.gif,Velvet Sill,Mushroom Socket,Cylinder Flask,Clear Serum,Black Melt,Dim Coil,Chrome Lid
4302,Lamp #4302,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4302.gif,Formica Sill,Cube Socket,Bulb Flask,Amber Serum,Gold Melt,Orange Coil,Gold Lid
4303,Lamp #4303,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4303.gif,Tile Sill,Cone Socket,Bulb Flask,Violet Serum,Black Melt,Dim Coil,Gold Lid
4304,Lamp #4304,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4304.gif,Velvet Sill,Cone Socket,Cylinder Flask,Violet Serum,Crimson Melt,Orange Coil,Gold Lid
4305,Lamp #4305,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4305.gif,Formica Sill,Cone Socket,Cylinder Flask,Cyan Serum,White Melt,Dim Coil,No Lid
4306,Lamp #4306,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4306.gif,Night Sill,Ceramic Socket,Bulb Flask,Green Serum,Magenta Melt,Orange Coil,Painted Lid
4307,Lamp #4307,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4307.gif,Wood Sill,Rocket Socket,Teardrop Flask,Violet Serum,Gold Melt,Dim Coil,Painted Lid
4308,Lamp #4308,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4308.gif,Velvet Sill,Ceramic Socket,Cylinder Flask,Green Serum,Black Melt,White-Hot Coil,No Lid
4309,Lamp #4309,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4309.gif,Night Sill,Chrome Socket,Taper Flask,Cyan Serum,White Melt,Dim Coil,No Lid
4310,Lamp #4310,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4310.gif,Formica Sill,Saucer Socket,Teardrop Flask,Green Serum,Crimson Melt,White-Hot Coil,Gold Lid
4311,Lamp #4311,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4311.gif,Formica Sill,Cone Socket,Teardrop Flask,Clear Serum,Magenta Melt,Orange Coil,No Lid
4312,Lamp #4312,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4312.gif,Velvet Sill,Rocket Socket,Teardrop Flask,Amber Serum,White Melt,Orange Coil,Gold Lid
4313,Lamp #4313,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4313.gif,Wood Sill,Mushroom Socket,Taper Flask,Clear Serum,Crimson Melt,White-Hot Coil,Gold Lid
4314,Lamp #4314,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4314.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Cyan Serum,Magenta Melt,Orange Coil,Gold Lid
4315,Lamp #4315,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4315.gif,Night Sill,Saucer Socket,Teardrop Flask,Violet Serum,Magenta Melt,White-Hot Coil,Gold Lid
4316,Lamp #4316,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4316.gif,Velvet Sill,Mushroom Socket,Teardrop Flask,Amber Serum,Crimson Melt,White-Hot Coil,Chrome Lid
4317,Lamp #4317,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4317.gif,Velvet Sill,Saucer Socket,Cylinder Flask,Cyan Serum,Magenta Melt,Orange Coil,No Lid
4318,Lamp #4318,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4318.gif,Tile Sill,Walnut Socket,Cylinder Flask,Clear Serum,Black Melt,White-Hot Coil,Painted Lid
4319,Lamp #4319,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4319.gif,Night Sill,Ceramic Socket,Cylinder Flask,Clear Serum,Black Melt,White-Hot Coil,No Lid
4320,Lamp #4320,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4320.gif,Velvet Sill,Cube Socket,Teardrop Flask,Violet Serum,Gold Melt,Dim Coil,Gold Lid
4321,Lamp #4321,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4321.gif,Velvet Sill,Chrome Socket,Cylinder Flask,Amber Serum,Magenta Melt,Dim Coil,Gold Lid
4322,Lamp #4322,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4322.gif,Tile Sill,Chrome Socket,Teardrop Flask,Green Serum,Gold Melt,Dim Coil,No Lid
4323,Lamp #4323,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4323.gif,Wood Sill,Saucer Socket,Teardrop Flask,Green Serum,Gold Melt,White-Hot Coil,No Lid
4324,Lamp #4324,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4324.gif,Velvet Sill,Rocket Socket,Taper Flask,Clear Serum,White Melt,Orange Coil,No Lid
4325,Lamp #4325,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4325.gif,Wood Sill,Saucer Socket,Teardrop Flask,Cyan Serum,White Melt,Dim Coil,Chrome Lid
4326,Lamp #4326,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4326.gif,Velvet Sill,Chrome Socket,Cylinder Flask,Clear Serum,Gold Melt,White-Hot Coil,Chrome Lid
4327,Lamp #4327,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4327.gif,Night Sill,Mushroom Socket,Cylinder Flask,Amber Serum,Crimson Melt,Dim Coil,Painted Lid
4328,Lamp #4328,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4328.gif,Formica Sill,Chrome Socket,Cylinder Flask,Violet Serum,Magenta Melt,Dim Coil,No Lid
4329,Lamp #4329,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4329.gif,Tile Sill,Rocket Socket,Taper Flask,Clear Serum,White Melt,White-Hot Coil,Chrome Lid
4330,Lamp #4330,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4330.gif,Tile Sill,Cone Socket,Bulb Flask,Clear Serum,White Melt,Orange Coil,Painted Lid
4331,Lamp #4331,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4331.gif,Velvet Sill,Chrome Socket,Bulb Flask,Green Serum,White Melt,Orange Coil,Chrome Lid
4332,Lamp #4332,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4332.gif,Tile Sill,Chrome Socket,Cylinder Flask,Amber Serum,Crimson Melt,White-Hot Coil,Gold Lid
4333,Lamp #4333,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4333.gif,Velvet Sill,Walnut Socket,Taper Flask,Green Serum,Crimson Melt,White-Hot Coil,No Lid
4334,Lamp #4334,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4334.gif,Tile Sill,Ceramic Socket,Teardrop Flask,Clear Serum,Gold Melt,Dim Coil,Chrome Lid
4335,Lamp #4335,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4335.gif,Night Sill,Walnut Socket,Cylinder Flask,Violet Serum,Magenta Melt,White-Hot Coil,Gold Lid
4336,Lamp #4336,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4336.gif,Formica Sill,Saucer Socket,Cylinder Flask,Violet Serum,Crimson Melt,Orange Coil,No Lid
4337,Lamp #4337,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4337.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Green Serum,Gold Melt,Dim Coil,Gold Lid
4338,Lamp #4338,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4338.gif,Wood Sill,Mushroom Socket,Teardrop Flask,Green Serum,Crimson Melt,Dim Coil,No Lid
4339,Lamp #4339,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4339.gif,Night Sill,Rocket Socket,Teardrop Flask,Violet Serum,Crimson Melt,Dim Coil,Chrome Lid
4340,Lamp #4340,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4340.gif,Formica Sill,Rocket Socket,Cylinder Flask,Amber Serum,Crimson Melt,Dim Coil,No Lid
4341,Lamp #4341,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4341.gif,Velvet Sill,Walnut Socket,Bulb Flask,Violet Serum,Magenta Melt,Orange Coil,Chrome Lid
4342,Lamp #4342,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4342.gif,Formica Sill,Ceramic Socket,Taper Flask,Clear Serum,White Melt,Dim Coil,No Lid
4343,Lamp #4343,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4343.gif,Tile Sill,Cone Socket,Taper Flask,Clear Serum,Gold Melt,White-Hot Coil,No Lid
4344,Lamp #4344,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4344.gif,Wood Sill,Rocket Socket,Bulb Flask,Green Serum,Black Melt,Orange Coil,No Lid
4345,Lamp #4345,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4345.gif,Formica Sill,Saucer Socket,Cylinder Flask,Clear Serum,White Melt,Orange Coil,Gold Lid
4346,Lamp #4346,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4346.gif,Wood Sill,Rocket Socket,Bulb Flask,Violet Serum,Magenta Melt,Orange Coil,Chrome Lid
4347,Lamp #4347,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4347.gif,Wood Sill,Walnut Socket,Taper Flask,Amber Serum,Crimson Melt,Dim Coil,Gold Lid
4348,Lamp #4348,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4348.gif,Night Sill,Cube Socket,Bulb Flask,Amber Serum,Black Melt,Dim Coil,No Lid
4349,Lamp #4349,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4349.gif,Night Sill,Chrome Socket,Taper Flask,Clear Serum,Crimson Melt,White-Hot Coil,Painted Lid
4350,Lamp #4350,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4350.gif,Velvet Sill,Saucer Socket,Bulb Flask,Clear Serum,Crimson Melt,White-Hot Coil,Chrome Lid
4351,Lamp #4351,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4351.gif,Formica Sill,Ceramic Socket,Cylinder Flask,Green Serum,Magenta Melt,Dim Coil,No Lid
4352,Lamp #4352,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4352.gif,Wood Sill,Chrome Socket,Teardrop Flask,Cyan Serum,Magenta Melt,White-Hot Coil,No Lid
4353,Lamp #4353,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4353.gif,Wood Sill,Ceramic Socket,Cylinder Flask,Violet Serum,Magenta Melt,White-Hot Coil,Gold Lid
4354,Lamp #4354,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4354.gif,Velvet Sill,Chrome Socket,Cylinder Flask,Green Serum,Black Melt,Dim Coil,Painted Lid
4355,Lamp #4355,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4355.gif,Velvet Sill,Rocket Socket,Cylinder Flask,Violet Serum,Magenta Melt,Orange Coil,Chrome Lid
4356,Lamp #4356,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4356.gif,Velvet Sill,Walnut Socket,Taper Flask,Green Serum,Magenta Melt,White-Hot Coil,No Lid
4357,Lamp #4357,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4357.gif,Formica Sill,Walnut Socket,Cylinder Flask,Cyan Serum,Crimson Melt,White-Hot Coil,Gold Lid
4358,Lamp #4358,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4358.gif,Tile Sill,Walnut Socket,Teardrop Flask,Violet Serum,Magenta Melt,White-Hot Coil,Gold Lid
4359,Lamp #4359,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4359.gif,Tile Sill,Cone Socket,Taper Flask,Amber Serum,Magenta Melt,Orange Coil,Painted Lid
4360,Lamp #4360,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,4360.gif,Night Sill,Rocket Socket,Teardrop Flask,Green Serum,Gold Melt,White-Hot Coil,Painted Lid
