tokenID,name,description,file_name,attributes[Night],attributes[Sheet],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
3083,Shook'um #3083,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3083.gif,Parchment,Classic,Blep,Bow,None,Bat
3084,Shook'um #3084,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3084.gif,Candy,Blush,Blep,None,None,Pumpkin
3085,Shook'um #3085,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3085.gif,Midnight,Blush,Sparkly,None,Scarf,None
3086,Shook'um #3086,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3086.gif,Pumpkin,Blush,Normal,Bow,Chain,Candy Corn
3087,Shook'um #3087,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3087.gif,Dusk,Classic,Sleepy,Witch,Scarf,Bat
3088,Shook'um #3088,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3088.gif,Void,Classic,Sad,Cat Ears,None,Moon
3089,Shook'um #3089,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3089.gif,Pumpkin,Blush,Starry,Bow,None,Bat
3090,Shook'um #3090,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3090.gif,Pumpkin,Classic,Sleepy,None,Bowtie,Candy Corn
3091,Shook'um #3091,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3091.gif,Pumpkin,Classic,Wink,Bow,Chain,None
3092,Shook'um #3092,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3092.gif,Graveyard,Classic,Sparkly,Witch,Chain,Candy
3093,Shook'um #3093,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3093.gif,Pumpkin,Classic,Heart,None,Cape,None
3094,Shook'um #3094,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3094.gif,Candy,Classic,Normal,Flower,Scarf,Candy Corn
3095,Shook'um #3095,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3095.gif,Pumpkin,Classic,Normal,Party,None,Moon
3096,Shook'um #3096,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3096.gif,Graveyard,Classic,Spooked,None,None,None
3097,Shook'um #3097,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3097.gif,Dusk,Classic,Wink,Party,None,Pumpkin
3098,Shook'um #3098,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3098.gif,Candy,Void,Spooked,None,Collar,Broom
3099,Shook'um #3099,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3099.gif,Candy,Blush,Normal,Witch,Scarf,Bat
3100,Shook'um #3100,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3100.gif,Blush,Classic,Blep,Cat Ears,Bowtie,Pumpkin
3101,Shook'um #3101,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3101.gif,Graveyard,Blush,Spooked,Flower,Scarf,Broom
3102,Shook'um #3102,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3102.gif,Blood Moon,Classic,Heart,Cat Ears,Bowtie,Potion
3103,Shook'um #3103,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3103.gif,Candy,Classic,Blep,Halo,Chain,Bat
3104,Shook'um #3104,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3104.gif,Candy,Void,Blep,None,Chain,Candy Corn
3105,Shook'um #3105,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3105.gif,Parchment,Classic,Spooked,Halo,Cape,Candy
3106,Shook'um #3106,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3106.gif,Candy,Blush,Normal,None,Chain,Pumpkin
3107,Shook'um #3107,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3107.gif,Midnight,Classic,Spooked,Bow,Scarf,None
3108,Shook'um #3108,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3108.gif,Parchment,Blush,Blep,Bow,None,None
3109,Shook'um #3109,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3109.gif,Candy,Blush,Normal,Bow,None,Broom
3110,Shook'um #3110,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3110.gif,Pumpkin,Classic,Heart,None,None,Moon
3111,Shook'um #3111,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3111.gif,Parchment,Classic,Spooked,Witch,Cape,None
3112,Shook'um #3112,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3112.gif,Candy,Classic,Normal,Witch,Cape,Broom
3113,Shook'um #3113,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3113.gif,Candy,Void,Spooked,Flower,Scarf,Potion
3114,Shook'um #3114,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3114.gif,Parchment,Void,Sleepy,None,Chain,Potion
3115,Shook'um #3115,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3115.gif,Fog,Blush,Spooked,Witch,None,None
3116,Shook'um #3116,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3116.gif,Blush,Classic,Normal,Halo,None,Potion
3117,Shook'um #3117,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3117.gif,Dusk,Classic,Sad,Pumpkin,Chain,Bat
3118,Shook'um #3118,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3118.gif,Candy,Blush,Sleepy,None,None,None
3119,Shook'um #3119,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3119.gif,Midnight,Blush,Spooked,Cat Ears,Collar,None
3120,Shook'um #3120,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3120.gif,Dusk,Classic,Angry,Flower,Chain,Broom
3121,Shook'um #3121,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3121.gif,Midnight,Classic,Spooked,Halo,None,Pumpkin
3122,Shook'um #3122,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3122.gif,Pumpkin,Void,Blep,Witch,Scarf,Pumpkin
3123,Shook'um #3123,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3123.gif,Parchment,Classic,Wink,Pumpkin,Scarf,Candy
3124,Shook'um #3124,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3124.gif,Pumpkin,Classic,Spooked,Bow,Scarf,Candy
3125,Shook'um #3125,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3125.gif,Graveyard,Classic,Normal,Witch,Scarf,None
3126,Shook'um #3126,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3126.gif,Midnight,Blush,Sparkly,Halo,Pearls,None
3127,Shook'um #3127,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3127.gif,Parchment,Classic,Starry,Witch,Scarf,Potion
3128,Shook'um #3128,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3128.gif,Blood Moon,Void,Blep,None,None,Moon
3129,Shook'um #3129,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3129.gif,Blood Moon,Blush,Blep,Flower,Pearls,Candy
3130,Shook'um #3130,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3130.gif,Parchment,Blush,Heart,Party,None,Moon
3131,Shook'um #3131,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3131.gif,Parchment,Classic,Angry,Flower,Bowtie,Candy
3132,Shook'um #3132,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3132.gif,Midnight,Blush,Wink,Bow,None,None
3133,Shook'um #3133,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3133.gif,Parchment,Classic,Spooked,None,Collar,Potion
3134,Shook'um #3134,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3134.gif,Dusk,Classic,Blep,None,None,Pumpkin
3135,Shook'um #3135,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3135.gif,Parchment,Void,Spooked,Wizard,Bowtie,None
3136,Shook'um #3136,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3136.gif,Void,Classic,Spooked,Witch,Scarf,None
3137,Shook'um #3137,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3137.gif,Parchment,Void,Normal,Witch,None,Bat
3138,Shook'um #3138,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3138.gif,Parchment,Classic,Blep,Party,Cape,None
3139,Shook'um #3139,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3139.gif,Blush,Classic,Sad,Bow,Chain,None
3140,Shook'um #3140,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3140.gif,Fog,Blush,Blep,None,Pearls,None
3141,Shook'um #3141,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3141.gif,Fog,Classic,Spooked,Cat Ears,None,Broom
3142,Shook'um #3142,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3142.gif,Dusk,Classic,Normal,Cat Ears,Collar,None
3143,Shook'um #3143,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3143.gif,Parchment,Blush,Spooked,None,Chain,Pumpkin
3144,Shook'um #3144,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3144.gif,Blood Moon,Classic,Spooked,Flower,Cape,None
3145,Shook'um #3145,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3145.gif,Void,Classic,Blep,None,Pearls,None
3146,Shook'um #3146,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3146.gif,Pumpkin,Blush,Sparkly,Party,Cape,Broom
3147,Shook'um #3147,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3147.gif,Pumpkin,Classic,Normal,Bow,Cape,None
3148,Shook'um #3148,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3148.gif,Blush,Classic,Starry,None,Bowtie,None
3149,Shook'um #3149,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3149.gif,Midnight,Void,Sad,Flower,None,Pumpkin
3150,Shook'um #3150,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3150.gif,Midnight,Blush,Normal,Cat Ears,Cape,Candy Corn
3151,Shook'um #3151,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3151.gif,Midnight,Classic,Wink,Party,Chain,Potion
3152,Shook'um #3152,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3152.gif,Fog,Void,Spooked,Crown,None,Candy
3153,Shook'um #3153,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3153.gif,Pumpkin,Void,Sparkly,Crown,Bowtie,None
3154,Shook'um #3154,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3154.gif,Fog,Blush,Spooked,Wizard,None,Candy Corn
3155,Shook'um #3155,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3155.gif,Candy,Blush,Normal,None,Chain,Broom
3156,Shook'um #3156,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3156.gif,Parchment,Void,Blep,Crown,None,Candy
3157,Shook'um #3157,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3157.gif,Graveyard,Classic,Sad,Bow,None,Broom
3158,Shook'um #3158,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3158.gif,Pumpkin,Classic,Spooked,Cat Ears,None,Candy
3159,Shook'um #3159,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3159.gif,Candy,Classic,Spooked,Pumpkin,None,None
3160,Shook'um #3160,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3160.gif,Graveyard,Blush,Blep,Halo,Collar,None
3161,Shook'um #3161,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3161.gif,Blush,Blush,Wink,None,Bowtie,Pumpkin
3162,Shook'um #3162,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3162.gif,Parchment,Blush,Heart,Witch,None,Candy
3163,Shook'um #3163,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3163.gif,Blush,Void,Normal,Party,None,Pumpkin
3164,Shook'um #3164,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3164.gif,Blood Moon,Classic,Blep,Witch,Chain,Moon
3165,Shook'um #3165,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3165.gif,Parchment,Classic,Starry,Witch,Collar,None
3166,Shook'um #3166,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3166.gif,Candy,Void,Sad,Pumpkin,Scarf,Candy
3167,Shook'um #3167,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3167.gif,Midnight,Classic,Blep,Bow,None,Candy Corn
3168,Shook'um #3168,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3168.gif,Blush,Blush,Angry,Witch,None,Candy
3169,Shook'um #3169,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3169.gif,Pumpkin,Classic,Spooked,Pumpkin,Scarf,None
3170,Shook'um #3170,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3170.gif,Graveyard,Classic,Sleepy,None,Scarf,Pumpkin
3171,Shook'um #3171,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3171.gif,Fog,Classic,Heart,Bow,None,Candy Corn
3172,Shook'um #3172,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3172.gif,Blood Moon,Classic,Heart,Pumpkin,None,None
3173,Shook'um #3173,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3173.gif,Parchment,Blush,Normal,Crown,None,Pumpkin
3174,Shook'um #3174,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3174.gif,Blush,Classic,Blep,Witch,Chain,Bat
3175,Shook'um #3175,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3175.gif,Dusk,Classic,Wink,None,None,Bat
3176,Shook'um #3176,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3176.gif,Midnight,Blush,Sleepy,Party,Bowtie,Candy
3177,Shook'um #3177,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3177.gif,Dusk,Classic,Blep,None,Chain,Pumpkin
3178,Shook'um #3178,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3178.gif,Pumpkin,Void,Blep,Witch,Bowtie,Bat
3179,Shook'um #3179,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3179.gif,Blush,Classic,Spooked,Halo,Bowtie,None
3180,Shook'um #3180,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3180.gif,Candy,Classic,Blep,Witch,Pearls,Pumpkin
3181,Shook'um #3181,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3181.gif,Fog,Classic,Spooked,None,Bowtie,Pumpkin
3182,Shook'um #3182,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3182.gif,Blood Moon,Blush,Angry,None,Scarf,Broom
3183,Shook'um #3183,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3183.gif,Midnight,Classic,Spooked,Party,None,None
3184,Shook'um #3184,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3184.gif,Dusk,Void,Sparkly,None,Scarf,Pumpkin
3185,Shook'um #3185,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,3185.gif,Candy,Classic,Heart,None,None,None
