tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
3577,Groovy #3577,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3577.gif,Blacklight,Eighth,Shout,Afro,None,Bolt
3578,Groovy #3578,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3578.gif,Disco Floor,Eighth,Starry,Afro,Cans,Treble
3579,Groovy #3579,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3579.gif,Sunset Strip,Quarter,Groove,Halo,None,Stars
3580,Groovy #3580,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3580.gif,Sunset Strip,Quarter,Cool,None,Cans,Treble
3581,Groovy #3581,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3581.gif,Disco Floor,Whole,Groove,None,Cans,Bolt
3582,Groovy #3582,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3582.gif,Disco Floor,Eighth,Cool,None,Gold Chain,Vinyl
3583,Groovy #3583,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3583.gif,Disco Floor,Whole,Shout,Beanie,Cans,Treble
3584,Groovy #3584,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3584.gif,Lava Lamp,Eighth,Groove,Afro,Cans,Vinyl
3585,Groovy #3585,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3585.gif,Sunset Strip,Beamed,Starry,Halo,Cans,None
3586,Groovy #3586,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3586.gif,Velvet Night,Beamed,Groove,Afro,Gold Chain,None
3587,Groovy #3587,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3587.gif,Chrome Wash,Beamed,Wink,Shades,Gold Chain,None
3588,Groovy #3588,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3588.gif,Velvet Night,Beamed,Groove,Beanie,Cans,None
3589,Groovy #3589,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3589.gif,Lava Lamp,Beamed,Shout,Beanie,None,None
3590,Groovy #3590,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3590.gif,Sunset Strip,Beamed,Cool,Halo,Cans,Bolt
3591,Groovy #3591,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3591.gif,Disco Floor,Whole,Starry,Shades,Gold Chain,Bolt
3592,Groovy #3592,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3592.gif,Lava Lamp,Beamed,Starry,Halo,Mic,Stars
3593,Groovy #3593,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3593.gif,Sunset Strip,Quarter,Wink,Afro,Gold Chain,Vinyl
3594,Groovy #3594,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3594.gif,Chrome Wash,Beamed,Groove,None,Cans,None
3595,Groovy #3595,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3595.gif,Sunset Strip,Quarter,Shout,None,Gold Chain,Stars
3596,Groovy #3596,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3596.gif,Disco Floor,Beamed,Shout,Beanie,Gold Chain,None
3597,Groovy #3597,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3597.gif,Velvet Night,Beamed,Wink,Beanie,Mic,None
3598,Groovy #3598,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3598.gif,Disco Floor,Quarter,Wink,Halo,Mic,Bolt
3599,Groovy #3599,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3599.gif,Velvet Night,Eighth,Wink,Shades,None,Stars
3600,Groovy #3600,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3600.gif,Blacklight,Beamed,Shout,Beanie,None,Bolt
3601,Groovy #3601,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3601.gif,Disco Floor,Beamed,Cool,Afro,Mic,None
3602,Groovy #3602,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3602.gif,Blacklight,Whole,Cool,Afro,Gold Chain,None
3603,Groovy #3603,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3603.gif,Blacklight,Eighth,Cool,Shades,None,Bolt
3604,Groovy #3604,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3604.gif,Disco Floor,Beamed,Shout,None,None,Stars
3605,Groovy #3605,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3605.gif,Disco Floor,Eighth,Shout,Beanie,Gold Chain,Vinyl
3606,Groovy #3606,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3606.gif,Chrome Wash,Beamed,Starry,None,Cans,Stars
3607,Groovy #3607,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3607.gif,Velvet Night,Beamed,Shout,Afro,Mic,Vinyl
3608,Groovy #3608,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3608.gif,Velvet Night,Whole,Cool,Halo,Cans,Treble
3609,Groovy #3609,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3609.gif,Sunset Strip,Beamed,Wink,None,None,Bolt
3610,Groovy #3610,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3610.gif,Chrome Wash,Beamed,Groove,None,Cans,Stars
3611,Groovy #3611,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3611.gif,Disco Floor,Quarter,Wink,None,Gold Chain,Treble
3612,Groovy #3612,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3612.gif,Sunset Strip,Whole,Starry,None,None,Bolt
3613,Groovy #3613,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3613.gif,Sunset Strip,Beamed,Groove,Afro,None,Stars
3614,Groovy #3614,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3614.gif,Disco Floor,Whole,Wink,Afro,None,Vinyl
3615,Groovy #3615,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3615.gif,Lava Lamp,Quarter,Cool,Beanie,None,Vinyl
3616,Groovy #3616,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3616.gif,Velvet Night,Quarter,Starry,Shades,Gold Chain,Vinyl
3617,Groovy #3617,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3617.gif,Sunset Strip,Quarter,Wink,None,Cans,None
3618,Groovy #3618,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3618.gif,Velvet Night,Quarter,Starry,Afro,Mic,None
3619,Groovy #3619,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3619.gif,Sunset Strip,Whole,Shout,Shades,Gold Chain,Vinyl
3620,Groovy #3620,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3620.gif,Lava Lamp,Eighth,Wink,Shades,Mic,Bolt
3621,Groovy #3621,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3621.gif,Sunset Strip,Eighth,Shout,Halo,Cans,Treble
3622,Groovy #3622,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3622.gif,Sunset Strip,Quarter,Starry,Beanie,None,Stars
3623,Groovy #3623,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3623.gif,Chrome Wash,Whole,Groove,Beanie,Cans,Vinyl
3624,Groovy #3624,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3624.gif,Disco Floor,Beamed,Shout,Shades,None,Treble
3625,Groovy #3625,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3625.gif,Lava Lamp,Quarter,Starry,Shades,Gold Chain,Bolt
3626,Groovy #3626,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3626.gif,Chrome Wash,Beamed,Wink,Afro,Mic,Treble
3627,Groovy #3627,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3627.gif,Blacklight,Eighth,Cool,Beanie,Gold Chain,Vinyl
3628,Groovy #3628,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3628.gif,Blacklight,Whole,Shout,Afro,Gold Chain,Bolt
3629,Groovy #3629,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3629.gif,Sunset Strip,Whole,Starry,Afro,Mic,Bolt
3630,Groovy #3630,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3630.gif,Disco Floor,Whole,Groove,Halo,Mic,Stars
3631,Groovy #3631,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3631.gif,Disco Floor,Whole,Shout,Afro,Cans,None
3632,Groovy #3632,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3632.gif,Velvet Night,Quarter,Shout,Afro,None,Vinyl
3633,Groovy #3633,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3633.gif,Lava Lamp,Quarter,Cool,None,None,Stars
3634,Groovy #3634,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3634.gif,Velvet Night,Beamed,Groove,None,Mic,Bolt
3635,Groovy #3635,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3635.gif,Sunset Strip,Eighth,Shout,None,Mic,Treble
3636,Groovy #3636,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3636.gif,Velvet Night,Whole,Starry,Beanie,Cans,None
3637,Groovy #3637,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3637.gif,Sunset Strip,Whole,Cool,Afro,None,Bolt
3638,Groovy #3638,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3638.gif,Velvet Night,Whole,Cool,Afro,Cans,Treble
3639,Groovy #3639,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3639.gif,Lava Lamp,Whole,Cool,Halo,None,Treble
3640,Groovy #3640,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3640.gif,Chrome Wash,Quarter,Cool,Afro,None,Bolt
3641,Groovy #3641,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3641.gif,Blacklight,Beamed,Starry,Halo,Cans,Vinyl
3642,Groovy #3642,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3642.gif,Chrome Wash,Beamed,Groove,Beanie,Cans,None
3643,Groovy #3643,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3643.gif,Sunset Strip,Eighth,Groove,Beanie,Gold Chain,None
3644,Groovy #3644,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3644.gif,Disco Floor,Quarter,Shout,Shades,Gold Chain,Stars
3645,Groovy #3645,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3645.gif,Lava Lamp,Whole,Starry,Halo,Gold Chain,None
3646,Groovy #3646,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3646.gif,Sunset Strip,Beamed,Wink,None,None,Stars
3647,Groovy #3647,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3647.gif,Velvet Night,Quarter,Cool,Halo,Cans,Treble
3648,Groovy #3648,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3648.gif,Sunset Strip,Beamed,Groove,Afro,Gold Chain,Vinyl
3649,Groovy #3649,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3649.gif,Velvet Night,Quarter,Cool,Halo,Mic,Treble
3650,Groovy #3650,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3650.gif,Blacklight,Whole,Shout,Shades,None,Stars
3651,Groovy #3651,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3651.gif,Sunset Strip,Quarter,Cool,Halo,Cans,Treble
3652,Groovy #3652,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3652.gif,Chrome Wash,Beamed,Groove,None,None,Bolt
3653,Groovy #3653,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3653.gif,Velvet Night,Beamed,Wink,Beanie,Gold Chain,Treble
3654,Groovy #3654,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3654.gif,Chrome Wash,Quarter,Groove,Afro,None,None
3655,Groovy #3655,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3655.gif,Lava Lamp,Eighth,Groove,Afro,Mic,Stars
3656,Groovy #3656,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3656.gif,Blacklight,Whole,Wink,None,None,None
3657,Groovy #3657,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3657.gif,Blacklight,Whole,Shout,Beanie,Mic,Vinyl
3658,Groovy #3658,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3658.gif,Velvet Night,Quarter,Shout,Beanie,Gold Chain,Treble
3659,Groovy #3659,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3659.gif,Blacklight,Whole,Groove,Beanie,None,None
3660,Groovy #3660,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3660.gif,Disco Floor,Beamed,Groove,Afro,None,Treble
3661,Groovy #3661,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3661.gif,Disco Floor,Eighth,Wink,Shades,Gold Chain,Bolt
3662,Groovy #3662,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3662.gif,Disco Floor,Eighth,Wink,None,Gold Chain,Treble
3663,Groovy #3663,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3663.gif,Disco Floor,Beamed,Groove,Afro,None,Bolt
3664,Groovy #3664,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3664.gif,Blacklight,Eighth,Cool,Shades,Gold Chain,None
3665,Groovy #3665,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3665.gif,Velvet Night,Whole,Wink,None,Mic,None
3666,Groovy #3666,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3666.gif,Chrome Wash,Eighth,Cool,None,Gold Chain,None
3667,Groovy #3667,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3667.gif,Sunset Strip,Eighth,Groove,Halo,None,Bolt
3668,Groovy #3668,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3668.gif,Sunset Strip,Beamed,Cool,None,Gold Chain,Stars
3669,Groovy #3669,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3669.gif,Disco Floor,Beamed,Wink,None,Mic,Stars
3670,Groovy #3670,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3670.gif,Velvet Night,Whole,Shout,Shades,None,None
3671,Groovy #3671,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3671.gif,Velvet Night,Quarter,Wink,None,Cans,Treble
3672,Groovy #3672,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,3672.gif,Sunset Strip,Quarter,Groove,Halo,Cans,Vinyl
