tokenID,name,description,file_name,attributes[Pulp],attributes[Fleck],attributes[Fold],attributes[Score],attributes[Facet],attributes[Seal],attributes[Draft]
4031,Fold #4031,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4031.gif,Vermilion Washi,Laid Stripe,Hare,Crease Diagram,Wing Wash,No Seal,Still Air
4032,Fold #4032,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4032.gif,Cream Washi,Plain Sheet,Beetle,Valley Fold,Bare Facet,Mizuhiki Loop,Loose Scrap
4033,Fold #4033,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4033.gif,Moss Washi,Plain Sheet,Fan,Mountain Fold,Bare Facet,Twin Cord,Gust
4034,Fold #4034,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4034.gif,Indigo Washi,Gold Dust,Lotus,Mountain Fold,Body Wash,Tassel,Still Air
4035,Fold #4035,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4035.gif,Vermilion Washi,Speckle,Frog,No Score,Bare Facet,Mizuhiki Loop,Gust
4036,Fold #4036,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4036.gif,Gold Washi,Plain Sheet,Lotus,No Score,Gore Wash,Tassel,Corner Lift
4037,Fold #4037,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4037.gif,Moss Washi,Gold Dust,Kite,Radial Score,Body Wash,Tassel,Still Air
4038,Fold #4038,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4038.gif,Cream Washi,Gold Dust,Boat,No Score,Wing Wash,Hanko,Gust
4039,Fold #4039,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4039.gif,Cream Washi,Plain Sheet,Fan,Mountain Fold,Body Wash,No Seal,Still Air
4040,Fold #4040,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4040.gif,Indigo Washi,Kozo Fiber,Boat,Valley Fold,Tip Wash,No Seal,Loose Scrap
4041,Fold #4041,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4041.gif,Moss Washi,Plain Sheet,Lotus,Radial Score,Gore Wash,Hanko,Still Air
4042,Fold #4042,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4042.gif,Peach Washi,Speckle,Hare,Mountain Fold,Body Wash,Mizuhiki Loop,Loose Scrap
4043,Fold #4043,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4043.gif,Moss Washi,Speckle,Crane,Crease Diagram,Tip Wash,Hanko,Flutter
4044,Fold #4044,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4044.gif,Cream Washi,Plain Sheet,Crane,Mountain Fold,Tip Wash,Tassel,Corner Lift
4045,Fold #4045,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4045.gif,Indigo Washi,Plain Sheet,Frog,Grid Score,Body Wash,Hanko,Flutter
4046,Fold #4046,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4046.gif,Cream Washi,Laid Stripe,Boat,Crease Diagram,Bare Facet,Tassel,Gust
4047,Fold #4047,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4047.gif,Ink Washi,Speckle,Beetle,Crease Diagram,Gore Wash,Hanko,Loose Scrap
4048,Fold #4048,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4048.gif,Ink Washi,Laid Stripe,Frog,Mountain Fold,Bare Facet,Twin Cord,Flutter
4049,Fold #4049,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4049.gif,Moss Washi,Cloud Wash,Beetle,No Score,Bare Facet,Tassel,Still Air
4050,Fold #4050,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4050.gif,Peach Washi,Laid Stripe,Beetle,Crease Diagram,Body Wash,Mizuhiki Loop,Corner Lift
4051,Fold #4051,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4051.gif,Vermilion Washi,Kozo Fiber,Crane,Radial Score,Body Wash,No Seal,Still Air
4052,Fold #4052,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4052.gif,Gold Washi,Cloud Wash,Lotus,Grid Score,Body Wash,Hanko,Corner Lift
4053,Fold #4053,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4053.gif,Cream Washi,Gold Dust,Hare,Mountain Fold,Bare Facet,No Seal,Still Air
4054,Fold #4054,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4054.gif,Indigo Washi,Speckle,Crane,Mountain Fold,Wing Wash,Twin Cord,Loose Scrap
4055,Fold #4055,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4055.gif,Cream Washi,Gold Dust,Crane,Radial Score,Bare Facet,Hanko,Corner Lift
4056,Fold #4056,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4056.gif,Indigo Washi,Cloud Wash,Frog,Grid Score,Wing Wash,Tassel,Corner Lift
4057,Fold #4057,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4057.gif,Moss Washi,Plain Sheet,Fan,Radial Score,Body Wash,Twin Cord,Corner Lift
4058,Fold #4058,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4058.gif,Gold Washi,Plain Sheet,Frog,No Score,Gore Wash,No Seal,Gust
4059,Fold #4059,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4059.gif,Indigo Washi,Laid Stripe,Frog,Crease Diagram,Band Wash,No Seal,Loose Scrap
4060,Fold #4060,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4060.gif,Peach Washi,Gold Dust,Boat,Radial Score,Tip Wash,Mizuhiki Loop,Flutter
4061,Fold #4061,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4061.gif,Frost Washi,Plain Sheet,Crane,No Score,Bare Facet,Mizuhiki Loop,Corner Lift
4062,Fold #4062,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4062.gif,Indigo Washi,Plain Sheet,Crane,No Score,Body Wash,Tassel,Flutter
4063,Fold #4063,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4063.gif,Frost Washi,Gold Dust,Beetle,Crease Diagram,Body Wash,Hanko,Corner Lift
4064,Fold #4064,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4064.gif,Ink Washi,Kozo Fiber,Frog,Mountain Fold,Body Wash,Hanko,Loose Scrap
4065,Fold #4065,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4065.gif,Moss Washi,Cloud Wash,Fan,Crease Diagram,Bare Facet,Twin Cord,Corner Lift
4066,Fold #4066,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4066.gif,Cream Washi,Cloud Wash,Beetle,No Score,Wing Wash,Mizuhiki Loop,Corner Lift
4067,Fold #4067,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4067.gif,Ink Washi,Laid Stripe,Frog,Mountain Fold,Bare Facet,Tassel,Still Air
4068,Fold #4068,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4068.gif,Cream Washi,Speckle,Kite,Valley Fold,Bare Facet,No Seal,Flutter
4069,Fold #4069,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4069.gif,Indigo Washi,Kozo Fiber,Fan,Crease Diagram,Bare Facet,Hanko,Corner Lift
4070,Fold #4070,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4070.gif,Peach Washi,Speckle,Frog,Mountain Fold,Tip Wash,No Seal,Corner Lift
4071,Fold #4071,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4071.gif,Indigo Washi,Cloud Wash,Frog,Valley Fold,Wing Wash,Mizuhiki Loop,Flutter
4072,Fold #4072,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4072.gif,Indigo Washi,Cloud Wash,Beetle,Crease Diagram,Body Wash,Mizuhiki Loop,Loose Scrap
4073,Fold #4073,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4073.gif,Peach Washi,Cloud Wash,Beetle,Crease Diagram,Wing Wash,Twin Cord,Gust
4074,Fold #4074,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4074.gif,Moss Washi,Plain Sheet,Crane,Radial Score,Gore Wash,Tassel,Corner Lift
4075,Fold #4075,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4075.gif,Moss Washi,Speckle,Frog,No Score,Gore Wash,No Seal,Corner Lift
4076,Fold #4076,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4076.gif,Frost Washi,Kozo Fiber,Crane,Radial Score,Wing Wash,No Seal,Flutter
4077,Fold #4077,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4077.gif,Frost Washi,Plain Sheet,Crane,Valley Fold,Band Wash,Twin Cord,Gust
4078,Fold #4078,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4078.gif,Moss Washi,Speckle,Boat,Crease Diagram,Gore Wash,Hanko,Corner Lift
4079,Fold #4079,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4079.gif,Ink Washi,Gold Dust,Hare,Radial Score,Body Wash,Mizuhiki Loop,Still Air
4080,Fold #4080,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4080.gif,Indigo Washi,Kozo Fiber,Fan,Crease Diagram,Gore Wash,Mizuhiki Loop,Gust
4081,Fold #4081,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4081.gif,Cream Washi,Plain Sheet,Crane,Mountain Fold,Tip Wash,Hanko,Flutter
4082,Fold #4082,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4082.gif,Ink Washi,Kozo Fiber,Crane,No Score,Gore Wash,Hanko,Still Air
4083,Fold #4083,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4083.gif,Indigo Washi,Laid Stripe,Kite,Radial Score,Band Wash,Tassel,Flutter
4084,Fold #4084,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4084.gif,Indigo Washi,Kozo Fiber,Kite,No Score,Body Wash,Twin Cord,Flutter
4085,Fold #4085,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4085.gif,Gold Washi,Cloud Wash,Lotus,No Score,Gore Wash,No Seal,Flutter
4086,Fold #4086,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4086.gif,Peach Washi,Kozo Fiber,Beetle,No Score,Tip Wash,Mizuhiki Loop,Flutter
4087,Fold #4087,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4087.gif,Indigo Washi,Kozo Fiber,Hare,Valley Fold,Wing Wash,Twin Cord,Flutter
4088,Fold #4088,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4088.gif,Cream Washi,Gold Dust,Boat,Grid Score,Wing Wash,Tassel,Loose Scrap
4089,Fold #4089,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4089.gif,Ink Washi,Gold Dust,Hare,Valley Fold,Body Wash,Mizuhiki Loop,Corner Lift
4090,Fold #4090,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4090.gif,Frost Washi,Plain Sheet,Hare,Crease Diagram,Band Wash,Hanko,Still Air
4091,Fold #4091,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4091.gif,Moss Washi,Plain Sheet,Boat,No Score,Wing Wash,Mizuhiki Loop,Still Air
4092,Fold #4092,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4092.gif,Indigo Washi,Plain Sheet,Fan,Grid Score,Bare Facet,No Seal,Flutter
4093,Fold #4093,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4093.gif,Moss Washi,Plain Sheet,Kite,Grid Score,Bare Facet,No Seal,Still Air
4094,Fold #4094,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4094.gif,Indigo Washi,Gold Dust,Hare,Mountain Fold,Body Wash,No Seal,Still Air
4095,Fold #4095,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4095.gif,Ink Washi,Speckle,Beetle,Crease Diagram,Wing Wash,No Seal,Loose Scrap
4096,Fold #4096,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4096.gif,Peach Washi,Kozo Fiber,Beetle,No Score,Band Wash,Twin Cord,Gust
4097,Fold #4097,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4097.gif,Gold Washi,Gold Dust,Lotus,Crease Diagram,Bare Facet,Twin Cord,Still Air
4098,Fold #4098,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4098.gif,Moss Washi,Kozo Fiber,Kite,Crease Diagram,Bare Facet,Mizuhiki Loop,Loose Scrap
4099,Fold #4099,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4099.gif,Vermilion Washi,Plain Sheet,Kite,Radial Score,Band Wash,No Seal,Gust
4100,Fold #4100,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4100.gif,Peach Washi,Kozo Fiber,Beetle,Valley Fold,Body Wash,Mizuhiki Loop,Flutter
4101,Fold #4101,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4101.gif,Indigo Washi,Speckle,Lotus,Radial Score,Gore Wash,Mizuhiki Loop,Gust
4102,Fold #4102,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4102.gif,Indigo Washi,Gold Dust,Crane,Radial Score,Bare Facet,Hanko,Still Air
4103,Fold #4103,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4103.gif,Moss Washi,Laid Stripe,Frog,Grid Score,Bare Facet,Hanko,Still Air
4104,Fold #4104,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4104.gif,Moss Washi,Cloud Wash,Beetle,Crease Diagram,Tip Wash,Mizuhiki Loop,Loose Scrap
4105,Fold #4105,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4105.gif,Ink Washi,Laid Stripe,Beetle,Valley Fold,Wing Wash,Twin Cord,Gust
4106,Fold #4106,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4106.gif,Ink Washi,Plain Sheet,Boat,Valley Fold,Bare Facet,Tassel,Loose Scrap
4107,Fold #4107,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4107.gif,Vermilion Washi,Plain Sheet,Beetle,Mountain Fold,Wing Wash,Tassel,Flutter
4108,Fold #4108,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4108.gif,Vermilion Washi,Gold Dust,Boat,No Score,Bare Facet,Tassel,Loose Scrap
4109,Fold #4109,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4109.gif,Ink Washi,Gold Dust,Boat,Crease Diagram,Gore Wash,Hanko,Still Air
4110,Fold #4110,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4110.gif,Moss Washi,Plain Sheet,Crane,Radial Score,Band Wash,Twin Cord,Loose Scrap
4111,Fold #4111,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4111.gif,Vermilion Washi,Laid Stripe,Kite,Radial Score,Band Wash,Hanko,Still Air
4112,Fold #4112,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4112.gif,Indigo Washi,Gold Dust,Beetle,Crease Diagram,Band Wash,No Seal,Loose Scrap
4113,Fold #4113,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4113.gif,Peach Washi,Plain Sheet,Frog,Radial Score,Bare Facet,No Seal,Corner Lift
4114,Fold #4114,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4114.gif,Ink Washi,Kozo Fiber,Hare,Mountain Fold,Tip Wash,No Seal,Still Air
4115,Fold #4115,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4115.gif,Ink Washi,Gold Dust,Frog,Valley Fold,Wing Wash,Tassel,Flutter
4116,Fold #4116,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4116.gif,Peach Washi,Speckle,Fan,Valley Fold,Band Wash,No Seal,Loose Scrap
4117,Fold #4117,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,4117.gif,Cream Washi,Speckle,Boat,Radial Score,Wing Wash,Mizuhiki Loop,Flutter
