tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
4885,Shade #4885,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4885.gif,Ash Screen,Forge Glow,Sage,Brass Brad,Dot Lace,Gold Tips,Soot Motes
4886,Shade #4886,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4886.gif,Saffron Screen,Hearth Glow,Clown,Iron Brad,Star Lace,Gold Tips,Soot Motes
4887,Shade #4887,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4887.gif,Parchment Screen,Coal Glow,Bird,Brass Brad,Dot Lace,Gold Tips,Clear Air
4888,Shade #4888,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4888.gif,Parchment Screen,Forge Glow,Harper,Brass Brad,Vine Lace,Gold Rim,Clear Air
4889,Shade #4889,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4889.gif,Indigo Screen,Hearth Glow,Ogre,No Hinge,Solid Hide,Bare Hide,Spark Rise
4890,Shade #4890,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4890.gif,Rose Screen,Hearth Glow,Ogre,Brass Brad,Star Lace,Gold Dust,Smoke Ribbon
4891,Shade #4891,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4891.gif,Smoke Screen,Oil Lamp,Knight,Brass Brad,Dot Lace,Gold Tips,Smoke Ribbon
4892,Shade #4892,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4892.gif,Ash Screen,Dawn Glow,Harper,Rust Brad,Diamond Lace,Bare Hide,Smoke Ribbon
4893,Shade #4893,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4893.gif,Parchment Screen,Forge Glow,Bird,Pearl Brad,Diamond Lace,Bare Hide,Clear Air
4894,Shade #4894,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4894.gif,Parchment Screen,Coal Glow,Knight,Brass Brad,Dot Lace,Gold Dust,Clear Air
4895,Shade #4895,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4895.gif,Parchment Screen,Oil Lamp,Clown,Pearl Brad,Solid Hide,Full Leaf,Soot Motes
4896,Shade #4896,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4896.gif,Saffron Screen,Coal Glow,Bird,Rust Brad,Diamond Lace,Gold Rim,Soot Motes
4897,Shade #4897,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4897.gif,Rose Screen,Moon Glow,Ogre,Iron Brad,Star Lace,Gold Rim,Lamp Haze
4898,Shade #4898,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4898.gif,Ash Screen,Moon Glow,Sage,Brass Brad,Vine Lace,Gold Rim,Spark Rise
4899,Shade #4899,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4899.gif,Smoke Screen,Hearth Glow,Ogre,No Hinge,Diamond Lace,Gold Rim,Smoke Ribbon
4900,Shade #4900,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4900.gif,Parchment Screen,Hearth Glow,Harper,No Hinge,Vine Lace,Gold Dust,Lamp Haze
4901,Shade #4901,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4901.gif,Indigo Screen,Hearth Glow,Sage,No Hinge,Solid Hide,Bare Hide,Soot Motes
4902,Shade #4902,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4902.gif,Parchment Screen,Oil Lamp,Ogre,Brass Brad,Solid Hide,Full Leaf,Clear Air
4903,Shade #4903,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4903.gif,Parchment Screen,Moon Glow,Demon,No Hinge,Dot Lace,Bare Hide,Soot Motes
4904,Shade #4904,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4904.gif,Parchment Screen,Moon Glow,Ogre,Pearl Brad,Vine Lace,Gold Tips,Spark Rise
4905,Shade #4905,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4905.gif,Rose Screen,Forge Glow,Harper,Rust Brad,Diamond Lace,Gold Tips,Soot Motes
4906,Shade #4906,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4906.gif,Indigo Screen,Hearth Glow,Clown,Iron Brad,Solid Hide,Bare Hide,Soot Motes
4907,Shade #4907,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4907.gif,Rose Screen,Forge Glow,Knight,No Hinge,Vine Lace,Gold Dust,Lamp Haze
4908,Shade #4908,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4908.gif,Saffron Screen,Dawn Glow,Clown,Pearl Brad,Dot Lace,Full Leaf,Soot Motes
4909,Shade #4909,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4909.gif,Ash Screen,Dawn Glow,Sage,Iron Brad,Solid Hide,Gold Rim,Lamp Haze
4910,Shade #4910,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4910.gif,Ash Screen,Forge Glow,Bird,Brass Brad,Solid Hide,Gold Dust,Clear Air
4911,Shade #4911,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4911.gif,Indigo Screen,Coal Glow,Knight,Iron Brad,Diamond Lace,Gold Rim,Spark Rise
4912,Shade #4912,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4912.gif,Ash Screen,Forge Glow,Ogre,Iron Brad,Vine Lace,Bare Hide,Soot Motes
4913,Shade #4913,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4913.gif,Rose Screen,Hearth Glow,Bride,Brass Brad,Star Lace,Gold Rim,Soot Motes
4914,Shade #4914,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4914.gif,Ash Screen,Oil Lamp,Demon,Brass Brad,Vine Lace,Gold Tips,Clear Air
4915,Shade #4915,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4915.gif,Smoke Screen,Hearth Glow,Demon,Pearl Brad,Diamond Lace,Bare Hide,Soot Motes
4916,Shade #4916,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4916.gif,Smoke Screen,Dawn Glow,Knight,Pearl Brad,Dot Lace,Full Leaf,Clear Air
4917,Shade #4917,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4917.gif,Saffron Screen,Coal Glow,Ogre,Iron Brad,Dot Lace,Gold Dust,Spark Rise
4918,Shade #4918,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4918.gif,Parchment Screen,Oil Lamp,Ogre,Brass Brad,Dot Lace,Gold Dust,Smoke Ribbon
4919,Shade #4919,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4919.gif,Smoke Screen,Coal Glow,Knight,Rust Brad,Star Lace,Bare Hide,Soot Motes
4920,Shade #4920,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4920.gif,Dusk Screen,Oil Lamp,Harper,Rust Brad,Vine Lace,Full Leaf,Spark Rise
4921,Shade #4921,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4921.gif,Indigo Screen,Coal Glow,Clown,Rust Brad,Diamond Lace,Gold Dust,Spark Rise
4922,Shade #4922,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4922.gif,Dusk Screen,Forge Glow,Ogre,No Hinge,Dot Lace,Gold Rim,Clear Air
4923,Shade #4923,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4923.gif,Smoke Screen,Coal Glow,Demon,Iron Brad,Diamond Lace,Gold Dust,Lamp Haze
4924,Shade #4924,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4924.gif,Parchment Screen,Oil Lamp,Bride,Rust Brad,Vine Lace,Full Leaf,Spark Rise
4925,Shade #4925,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4925.gif,Parchment Screen,Hearth Glow,Bird,Pearl Brad,Vine Lace,Gold Tips,Clear Air
4926,Shade #4926,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4926.gif,Rose Screen,Dawn Glow,Bride,No Hinge,Vine Lace,Gold Tips,Clear Air
4927,Shade #4927,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4927.gif,Indigo Screen,Forge Glow,Knight,Rust Brad,Dot Lace,Gold Rim,Soot Motes
4928,Shade #4928,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4928.gif,Saffron Screen,Oil Lamp,Bride,No Hinge,Dot Lace,Bare Hide,Soot Motes
4929,Shade #4929,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4929.gif,Parchment Screen,Coal Glow,Clown,Brass Brad,Star Lace,Full Leaf,Lamp Haze
4930,Shade #4930,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4930.gif,Smoke Screen,Hearth Glow,Clown,Iron Brad,Dot Lace,Bare Hide,Spark Rise
4931,Shade #4931,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4931.gif,Parchment Screen,Moon Glow,Bird,Iron Brad,Diamond Lace,Gold Rim,Soot Motes
4932,Shade #4932,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4932.gif,Dusk Screen,Forge Glow,Knight,Iron Brad,Vine Lace,Gold Rim,Clear Air
4933,Shade #4933,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4933.gif,Smoke Screen,Forge Glow,Bird,Brass Brad,Star Lace,Bare Hide,Clear Air
4934,Shade #4934,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4934.gif,Dusk Screen,Forge Glow,Ogre,Rust Brad,Vine Lace,Gold Dust,Soot Motes
4935,Shade #4935,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4935.gif,Parchment Screen,Coal Glow,Bird,Pearl Brad,Dot Lace,Gold Rim,Clear Air
4936,Shade #4936,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4936.gif,Brass Screen,Moon Glow,Sage,Pearl Brad,Star Lace,Full Leaf,Soot Motes
4937,Shade #4937,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4937.gif,Dusk Screen,Forge Glow,Harper,Iron Brad,Solid Hide,Gold Dust,Spark Rise
4938,Shade #4938,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4938.gif,Ash Screen,Hearth Glow,Ogre,Rust Brad,Vine Lace,Bare Hide,Smoke Ribbon
4939,Shade #4939,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4939.gif,Dusk Screen,Forge Glow,Demon,No Hinge,Star Lace,Bare Hide,Clear Air
4940,Shade #4940,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4940.gif,Indigo Screen,Moon Glow,Clown,Rust Brad,Diamond Lace,Gold Tips,Soot Motes
4941,Shade #4941,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4941.gif,Dusk Screen,Forge Glow,Demon,No Hinge,Solid Hide,Gold Rim,Clear Air
4942,Shade #4942,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4942.gif,Saffron Screen,Oil Lamp,Clown,Rust Brad,Dot Lace,Gold Dust,Lamp Haze
4943,Shade #4943,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4943.gif,Parchment Screen,Oil Lamp,Clown,Iron Brad,Star Lace,Bare Hide,Clear Air
4944,Shade #4944,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4944.gif,Indigo Screen,Forge Glow,Bride,No Hinge,Star Lace,Gold Dust,Soot Motes
4945,Shade #4945,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4945.gif,Dusk Screen,Hearth Glow,Knight,Brass Brad,Dot Lace,Bare Hide,Clear Air
4946,Shade #4946,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4946.gif,Rose Screen,Moon Glow,Ogre,Brass Brad,Solid Hide,Gold Dust,Spark Rise
4947,Shade #4947,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4947.gif,Ash Screen,Oil Lamp,Bride,Brass Brad,Star Lace,Full Leaf,Clear Air
4948,Shade #4948,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4948.gif,Parchment Screen,Hearth Glow,Knight,Rust Brad,Star Lace,Bare Hide,Soot Motes
4949,Shade #4949,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4949.gif,Indigo Screen,Hearth Glow,Sage,Iron Brad,Star Lace,Bare Hide,Smoke Ribbon
4950,Shade #4950,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4950.gif,Rose Screen,Coal Glow,Harper,Pearl Brad,Vine Lace,Gold Rim,Clear Air
4951,Shade #4951,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4951.gif,Indigo Screen,Hearth Glow,Clown,Iron Brad,Vine Lace,Bare Hide,Clear Air
4952,Shade #4952,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4952.gif,Smoke Screen,Hearth Glow,Bride,Pearl Brad,Dot Lace,Gold Tips,Smoke Ribbon
4953,Shade #4953,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4953.gif,Brass Screen,Coal Glow,Ogre,Rust Brad,Dot Lace,Gold Dust,Smoke Ribbon
4954,Shade #4954,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4954.gif,Smoke Screen,Oil Lamp,Knight,No Hinge,Diamond Lace,Gold Rim,Lamp Haze
4955,Shade #4955,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4955.gif,Rose Screen,Coal Glow,Ogre,Iron Brad,Star Lace,Gold Dust,Spark Rise
4956,Shade #4956,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4956.gif,Parchment Screen,Coal Glow,Demon,No Hinge,Diamond Lace,Full Leaf,Smoke Ribbon
4957,Shade #4957,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4957.gif,Parchment Screen,Hearth Glow,Clown,Rust Brad,Vine Lace,Bare Hide,Smoke Ribbon
4958,Shade #4958,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4958.gif,Dusk Screen,Coal Glow,Ogre,Iron Brad,Star Lace,Gold Rim,Soot Motes
4959,Shade #4959,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4959.gif,Rose Screen,Moon Glow,Bride,Pearl Brad,Diamond Lace,Gold Tips,Smoke Ribbon
4960,Shade #4960,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4960.gif,Rose Screen,Hearth Glow,Ogre,Rust Brad,Star Lace,Gold Rim,Spark Rise
4961,Shade #4961,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4961.gif,Saffron Screen,Hearth Glow,Knight,Brass Brad,Dot Lace,Gold Dust,Lamp Haze
4962,Shade #4962,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4962.gif,Dusk Screen,Forge Glow,Bride,No Hinge,Vine Lace,Bare Hide,Soot Motes
4963,Shade #4963,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4963.gif,Ash Screen,Oil Lamp,Clown,Rust Brad,Dot Lace,Gold Dust,Smoke Ribbon
4964,Shade #4964,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4964.gif,Parchment Screen,Dawn Glow,Ogre,Iron Brad,Vine Lace,Gold Rim,Clear Air
4965,Shade #4965,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4965.gif,Rose Screen,Oil Lamp,Clown,Iron Brad,Vine Lace,Gold Dust,Smoke Ribbon
4966,Shade #4966,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4966.gif,Parchment Screen,Forge Glow,Ogre,Brass Brad,Dot Lace,Full Leaf,Spark Rise
4967,Shade #4967,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4967.gif,Parchment Screen,Forge Glow,Clown,Rust Brad,Solid Hide,Full Leaf,Smoke Ribbon
4968,Shade #4968,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4968.gif,Smoke Screen,Moon Glow,Demon,No Hinge,Vine Lace,Gold Dust,Lamp Haze
4969,Shade #4969,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4969.gif,Rose Screen,Moon Glow,Knight,Rust Brad,Dot Lace,Gold Tips,Clear Air
4970,Shade #4970,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4970.gif,Saffron Screen,Oil Lamp,Harper,Pearl Brad,Solid Hide,Gold Dust,Lamp Haze
4971,Shade #4971,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4971.gif,Smoke Screen,Dawn Glow,Bride,Iron Brad,Star Lace,Gold Dust,Clear Air
4972,Shade #4972,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4972.gif,Rose Screen,Hearth Glow,Bird,No Hinge,Solid Hide,Bare Hide,Smoke Ribbon
4973,Shade #4973,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4973.gif,Saffron Screen,Forge Glow,Clown,Rust Brad,Star Lace,Gold Rim,Spark Rise
4974,Shade #4974,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4974.gif,Saffron Screen,Coal Glow,Demon,Iron Brad,Dot Lace,Gold Rim,Soot Motes
4975,Shade #4975,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4975.gif,Smoke Screen,Oil Lamp,Knight,Pearl Brad,Star Lace,Full Leaf,Lamp Haze
4976,Shade #4976,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4976.gif,Saffron Screen,Forge Glow,Demon,No Hinge,Star Lace,Gold Tips,Clear Air
4977,Shade #4977,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4977.gif,Parchment Screen,Dawn Glow,Sage,Iron Brad,Star Lace,Full Leaf,Spark Rise
4978,Shade #4978,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4978.gif,Smoke Screen,Dawn Glow,Knight,Brass Brad,Vine Lace,Full Leaf,Smoke Ribbon
4979,Shade #4979,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4979.gif,Parchment Screen,Dawn Glow,Clown,Iron Brad,Star Lace,Gold Tips,Soot Motes
4980,Shade #4980,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,4980.gif,Rose Screen,Forge Glow,Sage,No Hinge,Diamond Lace,Gold Rim,Lamp Haze
