tokenID,name,description,file_name,attributes[Yard],attributes[Glow],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Gear]
3107,Santa Paw #3107,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3107.gif,Cozy Hearth,No glow,Charcoal,Blush,Elf Cap,Present
3108,Santa Paw #3108,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3108.gif,Aurora,No glow,Calico,Tongue Out,Holly Crown,Sweater
3109,Santa Paw #3109,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3109.gif,Aurora,Snow Glitter,White Fluff,Wink,Antlers,Scarf
3110,Santa Paw #3110,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3110.gif,Snowy Night,Ember,White Fluff,Heart Eyes,Santa Hat,None
3111,Santa Paw #3111,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3111.gif,Cozy Hearth,Ember,Calico,Cheerful,Pom Beanie,Sweater
3112,Santa Paw #3112,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3112.gif,Snowy Night,Snow Glitter,Gray Tabby,Sleepy,None,Stocking
3113,Santa Paw #3113,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3113.gif,Gift Wrap,Sparkle,White Fluff,Sleepy,Pom Beanie,None
3114,Santa Paw #3114,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3114.gif,Candy Cane,Snow Glitter,Ginger,Cheerful,Holly Crown,Scarf
3115,Santa Paw #3115,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3115.gif,Snowy Night,Sparkle,Charcoal,Tongue Out,Santa Hat,Scarf
3116,Santa Paw #3116,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3116.gif,Snowy Night,Sparkle,White Fluff,Surprised,Holly Crown,Cocoa
3117,Santa Paw #3117,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3117.gif,Snowy Night,Snow Glitter,White Fluff,Surprised,Elf Cap,Mistletoe
3118,Santa Paw #3118,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3118.gif,Cozy Hearth,Snow Glitter,Cocoa,Tongue Out,Pom Beanie,Cocoa
3119,Santa Paw #3119,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3119.gif,Cozy Hearth,Sparkle,Tuxedo,Cheerful,Antlers,Stocking
3120,Santa Paw #3120,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3120.gif,Gift Wrap,No glow,White Fluff,Sleepy,Pom Beanie,Mistletoe
3121,Santa Paw #3121,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3121.gif,Gift Wrap,Ember,Tuxedo,Blush,None,None
3122,Santa Paw #3122,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3122.gif,Cozy Hearth,Ember,Charcoal,Sleepy,Elf Cap,Sweater
3123,Santa Paw #3123,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3123.gif,Snowy Night,Sparkle,White Fluff,Heart Eyes,None,Present
3124,Santa Paw #3124,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3124.gif,Aurora,Sparkle,White Fluff,Heart Eyes,Santa Hat,Bells
3125,Santa Paw #3125,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3125.gif,Cozy Hearth,Ember,Tuxedo,Heart Eyes,Santa Hat,Scarf
3126,Santa Paw #3126,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3126.gif,Snowy Night,No glow,Ginger,Blush,Pom Beanie,Stocking
3127,Santa Paw #3127,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3127.gif,Snowy Night,Soft Halo,Cocoa,Blush,Elf Cap,Bells
3128,Santa Paw #3128,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3128.gif,Cozy Hearth,No glow,Ginger,Tongue Out,None,Scarf
3129,Santa Paw #3129,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3129.gif,Aurora,Ember,White Fluff,Surprised,None,Bells
3130,Santa Paw #3130,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3130.gif,Candy Cane,No glow,Tuxedo,Cheerful,Elf Cap,Stocking
3131,Santa Paw #3131,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3131.gif,Cookie Kitchen,Snow Glitter,White Fluff,Wink,Santa Hat,Cocoa
3132,Santa Paw #3132,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3132.gif,Gift Wrap,Soft Halo,White Fluff,Cheerful,Holly Crown,Bells
3133,Santa Paw #3133,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3133.gif,Gift Wrap,No glow,White Fluff,Tongue Out,None,Present
3134,Santa Paw #3134,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3134.gif,Cozy Hearth,Snow Glitter,Tuxedo,Wink,Antlers,Sweater
3135,Santa Paw #3135,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3135.gif,Cozy Hearth,No glow,Ginger,Tongue Out,Holly Crown,Sweater
3136,Santa Paw #3136,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3136.gif,Candy Cane,No glow,Ginger,Tongue Out,Antlers,Present
3137,Santa Paw #3137,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3137.gif,Cozy Hearth,Snow Glitter,White Fluff,Wink,None,Present
3138,Santa Paw #3138,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3138.gif,Cozy Hearth,Soft Halo,Tuxedo,Cheerful,Pom Beanie,Scarf
3139,Santa Paw #3139,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3139.gif,Cozy Hearth,Soft Halo,Ginger,Wink,Santa Hat,Scarf
3140,Santa Paw #3140,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3140.gif,Snowy Night,No glow,Gray Tabby,Cheerful,None,Stocking
3141,Santa Paw #3141,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3141.gif,Cozy Hearth,Snow Glitter,Calico,Blush,Holly Crown,Sweater
3142,Santa Paw #3142,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3142.gif,Candy Cane,No glow,Calico,Blush,Holly Crown,Scarf
3143,Santa Paw #3143,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3143.gif,Cozy Hearth,Snow Glitter,Tuxedo,Cheerful,Santa Hat,Stocking
3144,Santa Paw #3144,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3144.gif,Snowy Night,No glow,Calico,Tongue Out,None,Present
3145,Santa Paw #3145,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3145.gif,Snowy Night,Sparkle,Cocoa,Tongue Out,Pom Beanie,Bells
3146,Santa Paw #3146,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3146.gif,Gift Wrap,Soft Halo,Gray Tabby,Blush,Santa Hat,Stocking
3147,Santa Paw #3147,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3147.gif,Cookie Kitchen,Snow Glitter,Cocoa,Cheerful,Santa Hat,Bells
3148,Santa Paw #3148,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3148.gif,Snowy Night,No glow,Gray Tabby,Wink,Antlers,Cocoa
3149,Santa Paw #3149,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3149.gif,Gift Wrap,Soft Halo,Tuxedo,Wink,None,None
3150,Santa Paw #3150,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3150.gif,Cookie Kitchen,Soft Halo,Ginger,Wink,Elf Cap,Mistletoe
3151,Santa Paw #3151,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3151.gif,Snowy Night,Sparkle,Ginger,Tongue Out,Santa Hat,Present
3152,Santa Paw #3152,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3152.gif,Aurora,Sparkle,White Fluff,Sleepy,Holly Crown,Scarf
3153,Santa Paw #3153,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3153.gif,Snowy Night,Soft Halo,Gray Tabby,Sleepy,None,None
3154,Santa Paw #3154,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3154.gif,Snowy Night,Soft Halo,Gray Tabby,Cheerful,Elf Cap,None
3155,Santa Paw #3155,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3155.gif,Snowy Night,Soft Halo,Calico,Wink,Holly Crown,Sweater
3156,Santa Paw #3156,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3156.gif,Snowy Night,Snow Glitter,Ginger,Blush,Santa Hat,Present
3157,Santa Paw #3157,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3157.gif,Snowy Night,Snow Glitter,Ginger,Cheerful,None,None
3158,Santa Paw #3158,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3158.gif,Snowy Night,No glow,Ginger,Blush,Holly Crown,Sweater
3159,Santa Paw #3159,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3159.gif,Aurora,Soft Halo,White Fluff,Blush,None,Scarf
3160,Santa Paw #3160,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3160.gif,Cozy Hearth,No glow,Gray Tabby,Blush,None,Cocoa
3161,Santa Paw #3161,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3161.gif,Candy Cane,No glow,Calico,Blush,Antlers,Cocoa
3162,Santa Paw #3162,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3162.gif,Gift Wrap,Ember,White Fluff,Sleepy,Elf Cap,Mistletoe
3163,Santa Paw #3163,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3163.gif,Cozy Hearth,Sparkle,Ginger,Tongue Out,Antlers,Scarf
3164,Santa Paw #3164,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3164.gif,Snowy Night,Sparkle,Gray Tabby,Sleepy,None,None
3165,Santa Paw #3165,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3165.gif,Cookie Kitchen,Ember,Gray Tabby,Blush,Holly Crown,Sweater
3166,Santa Paw #3166,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3166.gif,Snowy Night,Snow Glitter,White Fluff,Cheerful,Elf Cap,None
3167,Santa Paw #3167,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3167.gif,Cookie Kitchen,Ember,Ginger,Wink,Elf Cap,None
3168,Santa Paw #3168,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3168.gif,Cozy Hearth,Ember,Tuxedo,Wink,Antlers,Present
3169,Santa Paw #3169,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3169.gif,Cozy Hearth,Snow Glitter,Tuxedo,Sleepy,Santa Hat,None
3170,Santa Paw #3170,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3170.gif,Cookie Kitchen,Snow Glitter,Gray Tabby,Surprised,Santa Hat,None
3171,Santa Paw #3171,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3171.gif,Candy Cane,No glow,Ginger,Sleepy,None,Cocoa
3172,Santa Paw #3172,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3172.gif,Cozy Hearth,Ember,Tuxedo,Heart Eyes,Holly Crown,Stocking
3173,Santa Paw #3173,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3173.gif,Aurora,Ember,Gray Tabby,Wink,None,Bells
3174,Santa Paw #3174,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3174.gif,Candy Cane,Snow Glitter,Cocoa,Cheerful,Pom Beanie,Bells
3175,Santa Paw #3175,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3175.gif,Snowy Night,Soft Halo,Ginger,Blush,Elf Cap,Mistletoe
3176,Santa Paw #3176,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3176.gif,Cookie Kitchen,No glow,White Fluff,Surprised,None,Sweater
3177,Santa Paw #3177,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3177.gif,Gift Wrap,No glow,Charcoal,Wink,Elf Cap,Scarf
3178,Santa Paw #3178,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3178.gif,Candy Cane,No glow,Cocoa,Cheerful,Santa Hat,Sweater
3179,Santa Paw #3179,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3179.gif,Gift Wrap,No glow,Charcoal,Sleepy,Antlers,Stocking
3180,Santa Paw #3180,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3180.gif,Aurora,Snow Glitter,Gray Tabby,Surprised,Elf Cap,Cocoa
3181,Santa Paw #3181,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3181.gif,Gift Wrap,Snow Glitter,Gray Tabby,Sleepy,None,Bells
3182,Santa Paw #3182,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3182.gif,Cookie Kitchen,Sparkle,Gray Tabby,Sleepy,Santa Hat,Cocoa
3183,Santa Paw #3183,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3183.gif,Aurora,Snow Glitter,Ginger,Cheerful,Pom Beanie,None
3184,Santa Paw #3184,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3184.gif,Snowy Night,Ember,Gray Tabby,Heart Eyes,Antlers,Sweater
3185,Santa Paw #3185,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3185.gif,Cozy Hearth,Sparkle,White Fluff,Cheerful,Pom Beanie,Cocoa
3186,Santa Paw #3186,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3186.gif,Aurora,Sparkle,White Fluff,Heart Eyes,Elf Cap,Sweater
3187,Santa Paw #3187,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3187.gif,Aurora,Ember,Calico,Sleepy,Santa Hat,Mistletoe
3188,Santa Paw #3188,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3188.gif,Cookie Kitchen,Ember,White Fluff,Heart Eyes,Holly Crown,Mistletoe
3189,Santa Paw #3189,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3189.gif,Cozy Hearth,Sparkle,Gray Tabby,Heart Eyes,None,Sweater
3190,Santa Paw #3190,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3190.gif,Aurora,Ember,Ginger,Cheerful,Holly Crown,Scarf
3191,Santa Paw #3191,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3191.gif,Candy Cane,Ember,Tuxedo,Tongue Out,Santa Hat,Scarf
3192,Santa Paw #3192,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3192.gif,Snowy Night,Ember,Tuxedo,Wink,None,Cocoa
3193,Santa Paw #3193,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3193.gif,Cookie Kitchen,No glow,Gray Tabby,Wink,Santa Hat,Sweater
3194,Santa Paw #3194,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3194.gif,Cookie Kitchen,Sparkle,White Fluff,Heart Eyes,Antlers,Cocoa
3195,Santa Paw #3195,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3195.gif,Snowy Night,Snow Glitter,Gray Tabby,Cheerful,Elf Cap,Bells
3196,Santa Paw #3196,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3196.gif,Candy Cane,Snow Glitter,White Fluff,Cheerful,Elf Cap,None
3197,Santa Paw #3197,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3197.gif,Cozy Hearth,Sparkle,Tuxedo,Cheerful,Santa Hat,Scarf
3198,Santa Paw #3198,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3198.gif,Snowy Night,Sparkle,Cocoa,Blush,Pom Beanie,Scarf
3199,Santa Paw #3199,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3199.gif,Snowy Night,Sparkle,White Fluff,Surprised,Santa Hat,Sweater
3200,Santa Paw #3200,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3200.gif,Candy Cane,Snow Glitter,White Fluff,Blush,Pom Beanie,Bells
3201,Santa Paw #3201,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3201.gif,Gift Wrap,Snow Glitter,Gray Tabby,Surprised,Elf Cap,Cocoa
3202,Santa Paw #3202,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3202.gif,Snowy Night,No glow,Ginger,Surprised,Pom Beanie,Cocoa
3203,Santa Paw #3203,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3203.gif,Aurora,No glow,Charcoal,Sleepy,Holly Crown,Present
3204,Santa Paw #3204,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3204.gif,Cozy Hearth,Snow Glitter,Tuxedo,Wink,Pom Beanie,None
3205,Santa Paw #3205,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3205.gif,Snowy Night,Sparkle,Tuxedo,Wink,Santa Hat,Bells
3206,Santa Paw #3206,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3206.gif,Cozy Hearth,No glow,Calico,Tongue Out,None,Cocoa
3207,Santa Paw #3207,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3207.gif,Gift Wrap,Sparkle,Charcoal,Wink,Santa Hat,Stocking
3208,Santa Paw #3208,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3208.gif,Cookie Kitchen,Soft Halo,Cocoa,Heart Eyes,Pom Beanie,Scarf
3209,Santa Paw #3209,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3209.gif,Cozy Hearth,No glow,White Fluff,Surprised,None,Cocoa
3210,Santa Paw #3210,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3210.gif,Snowy Night,No glow,Calico,Cheerful,Santa Hat,Mistletoe
3211,Santa Paw #3211,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3211.gif,Aurora,Snow Glitter,Tuxedo,Cheerful,Elf Cap,Scarf
3212,Santa Paw #3212,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3212.gif,Snowy Night,No glow,White Fluff,Surprised,None,Cocoa
3213,Santa Paw #3213,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3213.gif,Cozy Hearth,Sparkle,White Fluff,Sleepy,Elf Cap,None
3214,Santa Paw #3214,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3214.gif,Cookie Kitchen,Soft Halo,White Fluff,Wink,Santa Hat,Stocking
3215,Santa Paw #3215,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3215.gif,Cozy Hearth,Soft Halo,Gray Tabby,Sleepy,None,Present
3216,Santa Paw #3216,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3216.gif,Gift Wrap,Snow Glitter,Ginger,Sleepy,Pom Beanie,Bells
3217,Santa Paw #3217,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3217.gif,Candy Cane,Sparkle,Charcoal,Cheerful,Pom Beanie,Scarf
3218,Santa Paw #3218,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3218.gif,Candy Cane,No glow,Ginger,Wink,Pom Beanie,Stocking
3219,Santa Paw #3219,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3219.gif,Candy Cane,Sparkle,Calico,Cheerful,Santa Hat,None
3220,Santa Paw #3220,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3220.gif,Cozy Hearth,Sparkle,White Fluff,Wink,Pom Beanie,Cocoa
3221,Santa Paw #3221,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3221.gif,Aurora,Sparkle,Charcoal,Blush,None,Scarf
3222,Santa Paw #3222,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3222.gif,Cookie Kitchen,Snow Glitter,Ginger,Blush,None,Cocoa
3223,Santa Paw #3223,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3223.gif,Candy Cane,No glow,Gray Tabby,Heart Eyes,Santa Hat,Bells
3224,Santa Paw #3224,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3224.gif,Cozy Hearth,Snow Glitter,Cocoa,Sleepy,None,Bells
3225,Santa Paw #3225,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3225.gif,Cookie Kitchen,No glow,Charcoal,Sleepy,Holly Crown,Cocoa
3226,Santa Paw #3226,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3226.gif,Cookie Kitchen,Soft Halo,Charcoal,Surprised,None,None
3227,Santa Paw #3227,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3227.gif,Cozy Hearth,Soft Halo,White Fluff,Heart Eyes,Santa Hat,Cocoa
3228,Santa Paw #3228,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3228.gif,Cozy Hearth,Sparkle,Gray Tabby,Cheerful,Santa Hat,Sweater
3229,Santa Paw #3229,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3229.gif,Cookie Kitchen,No glow,Gray Tabby,Cheerful,Santa Hat,Scarf
3230,Santa Paw #3230,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",3230.gif,Cookie Kitchen,Ember,Calico,Blush,Pom Beanie,Present
