tokenID,name,description,file_name,attributes[Atmosphere],attributes[Complexion],attributes[Tailoring],attributes[Coiffure],attributes[Visage],attributes[Cadence],attributes[Adornment],attributes[Signal]
3264,Street Heir #3264,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3264.png,Cobalt Sun,Cool Porcelain / Long,Workwear Blue,Temple Fade,Steady,Calm,Nose Ring,Offset Halo
3265,Street Heir #3265,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3265.png,Jade Arc,Deep Umber / Angular,Football Knit,Wave Crop,Steady,Short Beard,Curb Chain,Offset Halo
3266,Street Heir #3266,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3266.png,Crimson Check,Olive / Square,Longline Coat,Loc Crown,Clear Frames,Half Smile,Gold Hoops,Halftone Veil
3267,Street Heir #3267,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3267.png,Crimson Check,Cool Porcelain / Long,Heavy Hoodie,Sculpted Twists,Soft Blink,Chin Stripe,Nose Ring,Offset Halo
3268,Street Heir #3268,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3268.png,Acid Window,Copper / High Cheek,Varsity Archive,Beanie Coils,Side Eye,Gap Grin,Silver Studs,Sound Wave
3269,Street Heir #3269,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3269.png,Jade Arc,Sienna / Soft Jaw,Ribbed Turtleneck,High Puff,Joy Lines,Calm,Nose Ring,Halftone Veil
3270,Street Heir #3270,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3270.png,Jade Arc,Olive / Square,Football Knit,Temple Fade,Amber Shades,Gap Grin,Safety Pin,Type Bars
3271,Street Heir #3271,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3271.png,Crimson Check,Golden Brown / Tapered,Track Panel,Loc Crown,Clear Frames,Half Smile,Curb Chain,Prism Slice
3272,Street Heir #3272,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3272.png,Jade Arc,Warm Beige / Heart,Heavy Hoodie,Sculpted Twists,Soft Blink,Calm,Ear Cuff,Orbit Lines
3273,Street Heir #3273,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3273.png,Cobalt Sun,Olive / Square,Workwear Blue,Sculpted Twists,Steady,Fine Mustache,Curb Chain,Type Bars
3274,Street Heir #3274,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3274.png,Cobalt Sun,Golden Brown / Tapered,Longline Coat,Box Braids,Clear Frames,Short Beard,Silver Studs,Type Bars
3275,Street Heir #3275,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3275.png,Paper Blue,Copper / High Cheek,Workwear Blue,Box Braids,Side Eye,Short Beard,Silver Studs,Offset Halo
3276,Street Heir #3276,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3276.png,Paper Blue,Cool Porcelain / Long,Patched Denim,Durag Tails,Side Eye,Fine Mustache,Curb Chain,Type Bars
3277,Street Heir #3277,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3277.png,Jade Arc,Warm Beige / Heart,Signal Bomber,Temple Fade,Steady,Half Smile,Pearl Line,Pixel Flare
3278,Street Heir #3278,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3278.png,Violet Broadcast,Warm Beige / Heart,Quilted Vest,Wave Crop,Amber Shades,Half Smile,Ear Cuff,Corner Stamps
3279,Street Heir #3279,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3279.png,Acid Window,Warm Beige / Heart,Longline Coat,Loc Crown,Side Eye,Fine Mustache,Pearl Line,Orbit Lines
3280,Street Heir #3280,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3280.png,Paper Blue,Mahogany / Broad,Patched Denim,Sculpted Twists,Future Visor,Gap Grin,Curb Chain,Crop Code
3281,Street Heir #3281,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3281.png,Acid Window,Mahogany / Broad,Track Panel,High Puff,Clear Frames,Half Smile,Nose Ring,Offset Halo
3282,Street Heir #3282,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3282.png,Cobalt Sun,Mahogany / Broad,Varsity Archive,High Puff,Soft Blink,Gap Grin,Curb Chain,Type Bars
3283,Street Heir #3283,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3283.png,Jade Arc,Golden Brown / Tapered,Longline Coat,Temple Fade,Star Liner,Silver Tooth,Curb Chain,Pixel Flare
3284,Street Heir #3284,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3284.png,Crimson Check,Mahogany / Broad,Longline Coat,Box Braids,Star Liner,Gap Grin,Studio Cans,Orbit Lines
3285,Street Heir #3285,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3285.png,Crimson Check,Golden Brown / Tapered,Varsity Archive,Buzz Design,Future Visor,Chin Stripe,Silver Studs,Orbit Lines
3286,Street Heir #3286,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3286.png,Jade Arc,Golden Brown / Tapered,Football Knit,Temple Fade,Future Visor,Gap Grin,Safety Pin,Offset Halo
3287,Street Heir #3287,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3287.png,Paper Blue,Golden Brown / Tapered,Longline Coat,High Puff,Star Liner,Calm,Pearl Line,Type Bars
3288,Street Heir #3288,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3288.png,Cobalt Sun,Golden Brown / Tapered,Ribbed Turtleneck,Wave Crop,Soft Blink,Calm,Curb Chain,Type Bars
3289,Street Heir #3289,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3289.png,Amber Blocks,Cool Porcelain / Long,Football Knit,Wave Crop,Star Liner,Silver Tooth,Nose Ring,Sound Wave
3290,Street Heir #3290,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3290.png,Cobalt Sun,Sienna / Soft Jaw,Track Panel,Loc Crown,Clear Frames,Short Beard,Silver Studs,Type Bars
3291,Street Heir #3291,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3291.png,Acid Window,Golden Brown / Tapered,Heavy Hoodie,Buzz Design,Clear Frames,Gap Grin,Nose Ring,Prism Slice
3292,Street Heir #3292,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3292.png,Violet Broadcast,Warm Beige / Heart,Track Panel,Beanie Coils,Amber Shades,Short Beard,Safety Pin,Double Exposure
3293,Street Heir #3293,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3293.png,Crimson Check,Sienna / Soft Jaw,Football Knit,Wave Crop,Side Eye,Short Beard,Silver Studs,Sound Wave
3294,Street Heir #3294,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3294.png,Midnight Grid,Deep Umber / Angular,Workwear Blue,Wave Crop,Future Visor,Half Smile,Curb Chain,Offset Halo
3295,Street Heir #3295,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3295.png,Midnight Grid,Olive / Square,Workwear Blue,Loc Crown,Side Eye,Half Smile,Pearl Line,Prism Slice
3296,Street Heir #3296,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3296.png,Jade Arc,Sienna / Soft Jaw,Workwear Blue,Buzz Design,Star Liner,Chin Stripe,Curb Chain,Pixel Flare
3297,Street Heir #3297,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3297.png,Acid Window,Warm Beige / Heart,Workwear Blue,Bandana Curls,Side Eye,Fine Mustache,Silver Studs,Crop Code
3298,Street Heir #3298,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3298.png,Cobalt Sun,Mahogany / Broad,Signal Bomber,High Puff,Joy Lines,Half Smile,Curb Chain,Type Bars
3299,Street Heir #3299,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3299.png,Amber Blocks,Golden Brown / Tapered,Workwear Blue,Buzz Design,Star Liner,Half Smile,Silver Studs,Prism Slice
3300,Street Heir #3300,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3300.png,Crimson Check,Olive / Square,Ribbed Turtleneck,Temple Fade,Clear Frames,Short Beard,Safety Pin,Prism Slice
3301,Street Heir #3301,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3301.png,Paper Blue,Mahogany / Broad,Heavy Hoodie,Beanie Coils,Clear Frames,Calm,Nose Ring,Sound Wave
3302,Street Heir #3302,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3302.png,Paper Blue,Cool Porcelain / Long,Heavy Hoodie,Box Braids,Side Eye,Half Smile,Safety Pin,Sound Wave
3303,Street Heir #3303,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",3303.png,Crimson Check,Warm Beige / Heart,Track Panel,High Puff,Star Liner,Half Smile,Nose Ring,Orbit Lines
